rank,name,net__worth,age,source,country,industry,sex,citizenship,marital _status,education,college/_university,empire,source_1,source_2,source_3
1675,Ye Xiaoping,1.8,60.0,Pharmaceuticals,China,Healthcare,Male,China,no data,Ph.D,Oxford University,Self Made,Pharmaceuticals,,
1676,Evan Williams,1.8,51.0,Twitter,United States,Technology,Male,United States,Married,Drop Out,University of Nebraska Lincoln,Self Made,Twitter,,
1677,Qinxiang Shao,1.8,68.0,Diversified,China,Manufacturing,Male,China,Married,no data,no data,Self Made,Diversified,,
1678,Daniel Dines,1.8,51.0,Software,Romania,Technology,Male,Romania,Married,Bachelor of Science,University of Bucharest,Self Made,Software,,
1679,Robert G. Miller,1.8,78.0,Electronics components,Canada,Technology,Male,Canada,Divorced,Bachelor of Arts/Science,Rider University,Self Made,Electronics components,,
1680,Benjamin Zhengmin Pan,1.8,53.0,Electronics,China,Technology,Male,China,Married,no data,Jiangsu Province Wujin Teacher School,Self Made,Electronics,,
1681,Ren Jianhua,1.8,67.0,Kitchen appliances,China,Manufacturing,Male,China,Married,no data,no data,Self Made,Kitchen appliances,,
1682,Riaz Valani,1.8,46.0,E-cigarettes ,United States,Finance & Investments,Male,United States,no data,no data,no data,Self Made,E-cigarettes ,,
1683,Leslie Alexander,1.8,80.0,Sports team,United States,Sports,Male,United States,Divorced,Bachelor of Arts/Science,New York University,Self Made,Sports team,,
1684,Sheryl Sandberg,1.8,53.0,Facebook,United States,Technology,Female,United States,"Widowed, Remarried",Master of Business Administration,Harvard Business School,Self Made,Facebook,,
1685,Gary Friedman,1.8,66.0,Furniture retail,United States,Fashion & Retail,Male,United States,In Relationship,Drop Out,Santa Rosa Junior College,Self Made,Furniture retail,,
1686,Adriaan Mol,1.8,39.0,Fintech,Netherlands,Technology,Male,Netherlands,In Relationship,no data,no data,Self Made,Fintech,,
1687,Hal Jackman,1.8,91.0,"Insurance, investments",Canada,Finance & Investments,Male,Canada,Married,no data,no data,Self Made,Insurance, investments,
1688,James France,1.8,78.0,"Nascar, racing",United States,Sports,Male,United States,Married,Bachelor of Arts/Science,Florida Southern College,no data,Nascar, racing,
1689,Tang Jinkui,1.8,67.0,"Textiles, petrochemicals",China,Manufacturing,Male,China,Married,no data,no data,Self Made,Textiles, petrochemicals,
1690,Safra Catz,1.8,61.0,Software,United States,Technology,Female,United States,Married,Doctor of Jurisprudence,University of Pennsylvania,Self Made,Software,,
1691,Fu Guangming,1.8,69.0,Poultry,China,Food & Beverage,Male,China,Married,no data,no data,Self Made,Poultry,,
1692,Li Min,1.8,57.0,Semiconductor,China,Technology,Male,China,no data,no data,no data,Self Made,Semiconductor,,
1693,Basudeo Singh,1.8,82.0,Pharmaceuticals,India,Healthcare,Male,India,Married,Master of Arts,Patna University,Self Made,Pharmaceuticals,,
1694,Strive Masiyiwa,1.8,62.0,Telecom,Zimbabwe,Telecom,Male,Zimbabwe,Married,Bachelor of Engineering,University of Wales,Self Made,Telecom,,
1695,Marc Andreessen,1.8,52.0,Venture capital investing,United States,Finance & Investments,Male,United States,Married,Bachelor of Arts/Science,Urbana-Champaign,Self Made,Venture capital investing,,
1696,Marek Dospiva,1.8,54.0,Investments,Czech Republic,Finance & Investments,Male,Czech Republic,Divorced,no data,no data,Self Made,Investments,,
1697,Lesley Bamberger,1.8,58.0,Real estate,Netherlands,Real Estate,Male,Netherlands,no data,no data,no data,no data,Real estate,,
1698,Lin Dingqiang,1.8,56.0,Real estate,Hong Kong,Real Estate,Male,Hong Kong,Married,no data,no data,Self Made,Real estate,,
1699,S.D. Shibulal,1.8,68.0,Software services,India,Technology,Male,India,Married,Master of Science,Boston University,Self Made,Software services,,
1700,Ronald Perelman,1.8,80.0,Leveraged buyouts,United States,Finance & Investments,Male,United States,Married,Bachelor of Arts/Science,University of Pennsylvania,Self Made,Leveraged buyouts,,
1701,Richard Fortin,1.8,74.0,Convinience stores,Canada,Fashion & Retail,Male,Canada,no data,no data,no data,Self Made,Convinience stores,,
1702,Jamie Dimon,1.8,67.0,Banking,United States,Finance & Investments,Male,United States,Married,Master of Business Administration,Harvard Business School,Self Made,Banking,,
1703,Ezra Nahmad,1.8,78.0,Art,Monaco,Finance & Investments,Male,Monaco,Married,no data,no data,no data,Art,,
1704,Hu Yangzhong,1.7,58.0,Technology,China,Technology,Male,China,no data,no data,no data,Self Made,Technology,,
1705,Wu Yingming,1.7,56.0,Batteries,China,Energy,Male,China,no data,no data,no data,Self Made,Batteries,,
1706,Giovanni Arvedi,1.7,85.0,Steel,Italy,Metals & Mining,Male,Italy,Married,no data,no data,Self Made,Steel,,
1707,John Goff,1.7,67.0,Real estate,United States,Real Estate,Male,United States,Married,Chartered Accountant,University of Texas,Self Made,Real estate,,
1708,Patrick Zalupski,1.7,42.0,homebuilding,United States,Real Estate,Male,United States,Married,Bachelor of Science,Stetson University,Self Made,homebuilding,,
1709,John Elkann,1.7,47.0,"FIAT, investments",Italy,Finance & Investments,Male,Italy,no data,Bachelor of Engineering,Politecnico di Torino,no data,FIAT, investments,
1710,Cunhui Nan,1.7,60.0,Power equipment,China,Manufacturing,Male,China,Married,no data,no data,Self Made,Power equipment,,
1711,David Zalik,1.7,49.0,Financial technology,United States,Technology,Male,United States,Married,Drop Out,Auburn University,Self Made,Financial technology,,
1712,Kim Kardashian,1.7,42.0,"Shapewear, skincare",United States,Fashion & Retail,Female,United States,Divorced,no data,no data,Self Made,Shapewear, skincare,
1713,Don Levin,1.7,72.0,rolling papers,United States,Manufacturing,Male,United States,Married,no data,no data,Self Made,rolling papers,,
1714,Yu Qibing,1.7,57.0,Glass,China,Manufacturing,Male,China,no data,no data,no data,Self Made,Glass,,
1715,Karl-Johan Persson,1.7,48.0,H&M,Sweden,Fashion & Retail,Male,Sweden,Married,Bachelor of Arts/Science,London Business School,no data,H&M,,
1716,Patrick Hanrahan,1.7,68.0,Software,United States,Technology,Male,United States,no data,Bachelor of Science,University of Wisconsin Madison,Self Made,Software,,
1717,Li Weiwei,1.7,46.0,Online games,China,Technology,Male,China,no data,no data,no data,Self Made,Online games,,
1718,Huang Dawen,1.7,62.0,Silicon,Hong Kong,Manufacturing,Male,Hong Kong,no data,no data,no data,Self Made,Silicon,,
1719,Rolf Gerling,1.7,68.0,Insurance,Germany,Finance & Investments,Male,Germany,Married,Bachelor of Arts/Science,University of Zurich,no data,Insurance,,
1720,Jim Breyer,1.7,62.0,Venture capital,United States,Technology,Male,United States,Married,Master of Business Administration,Harvard Business School,Self Made,Venture capital,,
1721,Michael Minhong Yu,1.7,61.0,Education,China,Service,Male,China,Married,Bachelor of Arts/Science,ChinaCitizenshipChinaMarital StatusMarriedChildren2,Self Made,Education,,
1722,Vladimir Yevtushenkov,1.7,74.0,"Telecom, investments",Russia,Telecom,Male,Russia,Married,Master of Science in Engineering,Mendeleyev Chemical Engin,Self Made,Telecom, investments,
1723,William Franke,1.7,86.0,Low-cost airlines,United States,Diversified,Male,United States,Married,Bachelor of Arts/Science,Stanford University,Self Made,Low-cost airlines,,
1724,Dmitry Pumpyansky,1.7,59.0,Steel pipes,Russia,Metals & Mining,Male,Russia,Married,Master of Science in Engineering,Ural State Technical University,Self Made,Steel pipes,,
1725,Wang Changtian,1.7,58.0,"TV, movie production",China,Media & Entertainment,Male,China,Married,Bachelor of Arts/Science,Fudan University,Self Made,TV, movie production,
1726,John de Mol,1.7,68.0,TV programs,Netherlands,Media & Entertainment,Male,Netherlands,Single,no data,no data,Self Made,TV programs,,
1727,Tom Werner,1.7,73.0,Sports teams,United States,Sports,Male,United States,no data,no data,no data,Self Made,Sports teams,,
1728,Dragos Paval,1.7,57.0,Retail,Romania,Fashion & Retail,Male,Romania,Married,no data,no data,Self Made,Retail,,
1729,Jack Cockwell,1.7,82.0,"Real estate, private equity",Canada,Finance & Investments,Male,Canada,no data,no data,no data,Self Made,Real estate, private equity,
1730,Alberto Palatchi,1.7,74.0,Wedding dresses,Spain,Fashion & Retail,Male,Spain,Separated,no data,no data,Self Made,Wedding dresses,,
1731,Pavan Jain,1.7,72.0,Chemicals,India,Manufacturing,Male,India,Married,Bachelor of Engineering,IIT Delhi,no data,Chemicals,,
1732,Cai Huabo,1.7,47.0,Electronics,China,Technology,Male,China,no data,no data,no data,Self Made,Electronics,,
1733,David Booth,1.7,77.0,Mutual funds,United States,Finance & Investments,Male,United States,Married,Bachelor of Arts/Science,University of Kansas,Self Made,Mutual funds,,
1734,Kie Chie Wong,1.7,75.0,Investments,Malaysia,Metals & Mining,Male,Malaysia,Married,no data,no data,no data,Investments,,
1735,George Yancopoulos,1.7,63.0,Pharmaceuticals,United States,Healthcare,Male,United States,Divorced,Medical Doctor,Columbia University,Self Made,Pharmaceuticals,,
1736,Xuande Hua,1.7,79.0,Pharmaceuticals,China,Healthcare,Male,China,Married,no data,no data,Self Made,Pharmaceuticals,,
1737,Koo Kwang-mo,1.7,45.0,LG,South Korea,Diversified,Male,South Korea,Married,Bachelor of Arts/Science,Rochester Institute of Technology,no data,LG,,
1738,Vinod Saraf,1.7,71.0,Chemicals,India,Manufacturing,Male,India,Married,Master of Business Administration,Birla Institute of Technology and Science (BITS) - Pilani,Self Made,Chemicals,,
1739,Osman Kibar,1.7,52.0,Biotech,United States,Healthcare,Male,United States,Married,Bachelor of Arts/Science,California Institute of Technology,Self Made,Biotech,,
1740,Faisal Bin Qassim Al Thani,1.7,75.0,"Hotels, diversified",Qatar,Diversified,Male,Qatar,Married,no data,no data,Self Made,Hotels, diversified,
1741,Lai Jianfa,1.7,66.0,Express delivery,China,Logistics,Male,China,no data,Master of Business Administration,Fudan University,Self Made,Express delivery,,
1742,Jitendra Virwani,1.7,57.0,Real estate,India,Real Estate,Male,India,Married,Bachelor of Commerce,Bangalore University,no data,Real estate,,
1743,Mark Coombs,1.7,62.0,Finance,United Kingdom,Finance & Investments,Male,United Kingdom,no data,no data,no data,Self Made,Finance,,
1744,Mario Gabelli,1.7,81.0,Money management,United States,Finance & Investments,Male,United States,Married,Master of Business Administration,Columbia Business School,Self Made,Money management,,
1745,Norbert Dentressangle,1.7,69.0,"Transport, logistics",France,Logistics,Male,France,Married,no data,no data,Self Made,Transport, logistics,
1746,Jimmy John Liautaud,1.7,59.0,Sandwich chain,United States,Food & Beverage,Male,United States,Married,High School Graduate,High School,Self Made,Sandwich chain,,
1747,Jonathan Tisch,1.7,69.0,"Insurance, NFL team",United States,Diversified,Male,United States,Married,no data,no data,no data,Insurance, NFL team,
1748,Marianna Latsis,1.7,70.0,"Banking, shipping",Greece,Diversified,Female,Greece,Divorced,no data,no data,no data,Banking, shipping,
1749,Duncan MacMillan,1.7,85.0,Bloomberg LP,United States,Finance & Investments,Male,United States,Married,no data,no data,Self Made,Bloomberg LP,,
1750,David Mindus,1.7,51.0,Real estate,Sweden,Real Estate,Male,Sweden,Married,Master of Business Administration,Stockholm University,Self Made,Real estate,,
1751,Tengyun Nie,1.7,47.0,Logistics,China,Service,Male,China,Married,no data,no data,Self Made,Logistics,,
1752,Stefan Olsson,1.7,74.0,Diversified,Sweden,Diversified,Male,Sweden,Married,no data,no data,no data,Diversified,,
1753,Zeng Kaitian,1.7,48.0,Online games,China,Technology,Male,China,no data,no data,no data,Self Made,Online games,,
1754,Satish Reddy,1.7,56.0,Pharmaceuticals,India,Healthcare,Male,India,Married,Bachelor of Science in Engineering,Osmania University,no data,Pharmaceuticals,,
1755,James Leininger,1.7,78.0,Medical products,United States,Healthcare,Male,United States,Married,Bachelor of Arts/Science,Indiana University,Self Made,Medical products,,
1756,Ivan Savvidis,1.7,64.0,Agribusiness,Russia,Diversified,Male,Russia,Married,Master of Science,Rostov Institute of National Economy,Self Made,Agribusiness,,
1757,Wei Huang,1.7,63.0,Real estate,China,Real Estate,Male,China,Married,Bachelor of Arts/Science,Wenzhou Normal College,Self Made,Real estate,,
1758,Gerry Harvey,1.7,83.0,Retail,Australia,Fashion & Retail,Male,Australia,Married,no data,no data,Self Made,Retail,,
1759,Lu Di,1.7,47.0,Drones,China,Technology,Male,China,no data,no data,no data,Self Made,Drones,,
1760,James Leprino,1.7,85.0,Cheese,United States,Food & Beverage,Male,United States,Married,High School Graduate,High School,no data,Cheese,,
1761,Ron Corio,1.7,61.0,Solar ,United States,Energy,Male,United States,Divorced,no data,no data,Self Made,Solar ,,
1762,Kristo KÃ¤Ã¤rmann,1.7,42.0,"Payments, banking",Estonia,Finance & Investments,Male,Estonia,Married,Masters in Computer Engineering,University of Tartu,Self Made,Payments, banking,
1763,Huwen Chen,1.7,53.0,Stationery,China,Manufacturing,Male,China,no data,no data,no data,Self Made,Stationery,,
1764,Suh Kyung-bae,1.7,60.0,Cosmetics,South Korea,Fashion & Retail,Male,South Korea,Married,Master of Business Administration,Samuel Curtis Johnson Graduate School of Management,no data,Cosmetics,,
1765,Keith Dunleavy,1.7,54.0,Health IT,United States,Healthcare,Male,United States,Married,Bachelor of Arts/Science,Dartmouth College,Self Made,Health IT,,
1766,Jorge Perez,1.7,73.0,Real estate,United States,Real Estate,Male,United States,Married,Bachelor of Arts/Science,CW Post College,Self Made,Real estate,,
1767,Lu Yiwen,1.7,36.0,Jewelry,China,Fashion & Retail,Female,China,no data,no data,no data,Self Made,Jewelry,,
1768,Stephen Winn,1.7,76.0,Real estate services,United States,Real Estate,Male,United States,Married,Master of Science,Stanford University,Self Made,Real estate services,,
1769,T.S. Kalyanaraman,1.7,76.0,jewelry,India,Fashion & Retail,Male,India,Married,no data,no data,Self Made,jewelry,,
1770,Joe Rogers Jr,1.7,76.0,Waffle House,United States,Food & Beverage,Male,United States,Married,no data,no data,no data,Waffle House,,
1771,Jianxing Che,1.7,57.0,Furniture retailing,China,Fashion & Retail,Male,China,Married,no data,no data,Self Made,Furniture retailing,,
1772,Xu Yingzhuo,1.7,55.0,Agribusiness,China,Food & Beverage,Male,China,no data,no data,no data,Self Made,Agribusiness,,
1773,Ye Qiongjiu,1.7,68.0,Software,China,Technology,Female,China,no data,no data,no data,Self Made,Software,,
1774,Louise Lindh,1.7,43.0,Investments,Sweden,Diversified,Female,Sweden,Married,no data,no data,no data,Investments,,
1775,Zbigniew Juroszek,1.7,61.0,"Real estate, gambling",Poland,Diversified,Male,Poland,no data,no data,no data,Self Made,Real estate, gambling,
1776,Ian Wood,1.7,81.0,Energy services,United Kingdom,Energy,Male,United Kingdom,Married,no data,no data,no data,Energy services,,
1777,Josef Boquoi,1.7,89.0,Frozen foods,Germany,Food & Beverage,Male,Germany,no data,no data,no data,Self Made,Frozen foods,,
1778,Anthony Langley,1.7,68.0,Manufacturing ,United Kingdom,Diversified,Male,United Kingdom,Married,no data,no data,Self Made,Manufacturing ,,
1779,William Heinecke,1.7,74.0,Hotels,Thailand,Real Estate,Male,Thailand,Married,no data,no data,Self Made,Hotels,,
1780,Zhu Zhaojiang,1.7,49.0,Smartphones,China,Manufacturing,Male,China,no data,no data,no data,Self Made,Smartphones,,
1781,Chen Xueli,1.7,71.0,Pharmaceuticals,China,Healthcare,Male,China,no data,no data,no data,Self Made,Pharmaceuticals,,
1782,Patrizio Vinciarelli,1.7,76.0,electronic components,United States,Technology,Male,United States,Divorced,Ph.D,La Sapienza University of Rome,Self Made,electronic components,,
1783,Asok Kumar Hiranandani,1.7,68.0,Real estate,Singapore,Real Estate,Male,Singapore,Widowed,no data,no data,no data,Real estate,,
1784,G. M. Rao,1.7,73.0,Infrastructure,India,Logistics,Male,India,Married,Bachelor of Arts/Science,Andhra University,Self Made,Infrastructure,,
1785,Ivan Chrenko,1.7,56.0,Real estate,Slovakia,Real Estate,Male,Slovakia,no data,no data,no data,Self Made,Real estate,,
1786,Randal J. Kirk,1.7,69.0,Pharmaceuticals,United States,Healthcare,Male,United States,Married,Bachelor of Arts/Science,Radford,Self Made,Pharmaceuticals,,
1787,William Foley II,1.6,78.0,Financial services,United States,Finance & Investments,Male,United States,Married,no data,no data,Self Made,Financial services,,
1788,Bambang Sutantio,1.6,64.0,Dairy & consumer products,Indonesia,Food & Beverage,Male,Indonesia,no data,no data,no data,Self Made,Dairy & consumer products,,
1789,Yeh Kuo-I,1.6,82.0,Manufacturing ,Taiwan,Manufacturing,Male,Taiwan,Married,no data,no data,Self Made,Manufacturing ,,
1790,A. Jayson Adair,1.6,53.0,Damaged cars,United States,Automotive,Male,United States,Married,no data,no data,Self Made,Damaged cars,,
